diâmetro,peso
11.12,374.92
12.0,371.43
9.88,305.92
8.9,364.7
11.26,297.01
11.46,343.03
10.51,320.98
9.83,364.3
11.69,363.37
11.13,369.25
9.58,361.49
10.56,325.73
8.88,339.56
11.32,386.82
10.19,392.71
9.98,304.13
10.46,288.76
10.55,320.92
11.57,391.81
11.21,398.6
10.31,313.01
11.42,362.29
10.98,400.0
9.99,366.61
10.35,400.0
10.32,389.95
11.11,313.59
10.06,342.4
10.03,351.39
12.0,354.17
11.63,386.65
9.59,366.35
11.19,232.55
10.64,297.49
10.97,262.5
10.66,357.01
11.93,359.62
10.91,361.33
10.43,311.64
11.75,376.97
10.78,378.65
10.65,299.79
10.88,291.36
10.39,349.99
10.51,400.0
9.8,400.0
9.6,372.54
9.3,320.8
8.83,385.47
9.44,331.9
10.29,319.3
10.62,264.24
10.17,354.1
8.0,324.81
12.0,353.86
11.8,258.03
11.03,356.79
12.0,252.76
9.33,393.52
12.0,370.88
9.34,338.85
10.79,372.51
8.97,310.88
10.52,352.9
10.96,381.79
10.31,226.23
11.36,332.11
10.62,349.09
9.87,342.15
9.82,400.0
11.47,305.04
9.72,325.15
11.6,273.37
11.97,400.0
8.5,340.15
11.86,332.46
12.0,347.9
10.8,375.45
11.22,363.89
11.74,400.0
10.17,368.16
10.72,331.39
8.92,327.55
10.67,334.29
11.1,289.93
11.12,351.59
11.78,381.34
9.57,325.47
9.86,317.7
12.0,400.0
10.32,292.94
10.74,267.29
10.42,303.88
9.51,288.38
12.0,365.45
9.87,335.57
9.15,341.21
9.96,396.12
8.1,322.35
9.72,381.0
9.34,400.0
11.24,331.77
9.69,379.48
11.57,340.33
12.0,386.96
11.44,287.14
10.24,284.18
10.67,334.35
8.67,314.44
10.34,329.33
9.47,341.22
11.33,378.8
12.0,333.69
11.1,317.05
8.11,335.94
10.07,319.23
10.65,312.64
10.6,285.48
9.62,352.78
10.79,327.25
9.01,388.65
9.37,292.1
11.27,328.32
9.28,400.0
11.15,312.42
8.86,340.54
12.0,301.37
9.57,296.06
10.23,400.0
10.9,356.84
9.82,355.35
10.67,282.15
11.19,364.35
11.65,396.3
11.45,395.98
10.29,376.73
10.32,304.82
12.0,362.52
11.64,376.7
9.39,278.22
10.62,305.15
10.1,385.53
10.34,385.04
9.02,288.06
10.01,381.8
12.0,353.81
11.19,381.24
8.0,324.62
11.96,375.81
11.81,383.75
10.07,335.95
11.36,350.71
9.47,324.06
9.94,400.0
12.0,345.19
10.17,313.12
8.26,321.37
10.42,355.07
10.41,380.13
11.94,296.57
10.52,400.0
9.99,362.35
11.75,368.66
10.64,346.11
9.6,350.77
11.89,344.07
10.73,390.71
10.5,349.68
10.71,380.68
9.22,332.65
9.87,357.83
10.5,317.84
10.27,398.66
12.0,316.65
10.76,337.0
11.53,337.4
10.51,335.84
11.77,378.9
10.98,337.33
10.52,400.0
10.48,317.26
9.35,356.78
11.11,318.97
10.45,366.84
9.9,349.36
11.83,343.8
9.0,397.54
9.99,323.83
11.73,373.46
10.88,319.24
10.44,354.51
10.8,302.18
10.72,323.5
8.68,346.71
10.08,400.0
12.0,354.03
9.71,400.0
10.12,358.81
9.85,334.52
10.4,400.0
9.8,367.48
11.08,324.29
10.74,368.82
11.43,338.3
9.24,270.44
10.09,387.44
10.23,393.8
11.05,400.0
9.55,366.89
11.6,340.05
11.92,383.4
9.31,383.99
9.91,400.0
9.86,348.21
12.0,343.38
9.98,321.38
12.0,371.5
8.98,288.07
9.31,381.04
9.68,373.51
9.49,373.4
10.18,355.53
9.65,400.0
9.52,384.88
11.89,325.72
11.97,326.43
11.64,314.81
11.13,372.05
10.61,309.99
9.9,393.34
9.36,400.0
10.94,314.84
9.09,342.58
9.31,350.66
11.88,385.36
12.0,400.0
10.97,282.58
11.83,337.27
10.2,339.36
8.89,293.97
11.23,330.6
11.18,367.11
10.59,338.85
10.21,288.22
11.65,400.0
9.32,360.65
9.57,354.47
9.29,306.08
10.6,360.43
9.19,343.43
9.68,274.46
9.65,307.19
10.19,381.8
8.72,400.0
10.6,364.69
12.0,394.12
10.66,343.77
12.0,346.54
12.0,393.64
11.43,400.0
10.59,400.0
10.53,307.35
11.42,347.32
10.03,361.1
8.24,339.61
11.09,365.51
9.14,382.82
9.35,390.11
10.5,400.0
10.39,336.82
8.81,295.44
10.7,364.33
11.66,400.0
9.15,330.92
12.0,377.47
8.63,377.83
12.0,357.66
10.01,350.28
10.67,313.06
8.23,258.73
10.43,305.53
10.77,334.39
10.4,393.9
9.82,345.87
9.36,329.24
11.86,314.36
10.54,376.27
12.0,400.0
9.87,392.54
9.98,374.25
11.48,290.98
8.55,335.93
9.04,400.0
11.82,394.88
9.09,288.5
8.32,347.78
12.0,364.52
8.83,319.51
10.72,257.63
10.58,353.95
8.0,318.49
10.18,318.65
11.04,335.81
10.93,344.65
11.58,349.64
10.04,314.64
11.36,341.19
9.67,279.7
8.81,362.44
8.94,235.75
8.75,338.42
11.71,386.77
8.68,307.63
10.83,378.66
10.18,396.23
10.38,217.68
12.0,343.95
9.97,234.97
11.23,345.27
10.55,349.71
10.32,250.7
12.0,400.0
8.77,361.44
12.0,316.04
11.29,400.0
9.92,278.18
12.0,300.83
8.28,258.02
9.87,400.0
9.05,363.29
10.99,376.38
9.16,362.04
11.02,372.95
10.28,353.12
9.92,360.84
10.97,354.3
10.18,325.66
9.19,348.14
12.0,360.94
9.92,354.42
8.0,290.89
9.49,296.2
8.98,393.31
11.49,337.72
10.89,373.39
10.98,306.32
10.06,291.07
10.16,316.26
10.05,341.1
10.4,323.39
11.5,400.0
10.9,357.18
11.1,400.0
11.1,366.18
11.56,253.5
10.85,392.24
10.93,289.62
11.93,359.22
9.7,319.01
9.47,400.0
9.08,400.0
10.72,320.33
8.28,344.91
11.05,359.78
10.37,384.54
11.86,351.17
9.69,309.0
10.26,321.3
11.85,349.82
12.0,399.38
9.68,367.11
10.72,319.06
10.85,375.93
10.95,334.52
10.18,385.62
12.0,400.0
8.23,335.65
9.99,382.06
11.04,320.18
11.05,345.51
12.0,351.18
11.94,342.25
10.16,400.0
12.0,337.74
9.64,373.47
11.62,272.8
12.0,367.28
11.96,395.68
10.63,328.9
10.1,249.59
8.67,348.45
10.87,350.69
9.16,378.96
9.55,400.0
9.07,334.8
9.95,315.75
10.47,303.32
10.83,357.92
9.78,369.17
11.78,328.17
10.25,381.15
9.55,368.62
10.77,351.73
12.0,313.9
10.9,330.73
10.06,252.81
8.67,359.43
10.24,351.05
10.78,357.54
10.03,370.17
8.5,365.43
9.48,345.58
12.0,351.95
12.0,293.83
9.44,326.65
11.31,352.02
9.09,320.57
12.0,384.41
10.79,323.65
11.64,358.65
8.44,354.66
11.31,379.85
10.49,386.03
11.52,377.76
11.6,265.76
10.58,397.77
9.78,400.0
11.44,330.72
10.43,359.47
9.45,314.37
9.4,272.06
8.73,320.45
9.89,328.39
11.82,335.81
10.71,311.64
9.86,320.66
11.47,349.56
9.5,319.19
10.61,371.74
10.28,377.27
11.43,400.0
8.61,395.03
9.48,359.72
8.53,325.19
10.19,361.75
11.95,363.06
9.89,329.47
9.89,381.35
11.55,294.08
11.78,340.22
10.39,372.23
11.32,338.5
9.21,341.73
12.0,344.49
12.0,316.58
11.13,396.96
8.0,309.28
9.83,362.73
11.24,366.55
9.99,312.06
12.0,352.92
11.21,313.61
9.65,400.0
10.54,304.45
9.43,323.84
10.28,301.03
9.83,295.69
11.91,400.0
12.0,371.71
8.78,355.61
8.19,323.74
10.21,386.3
8.68,317.03
10.56,381.75
11.4,315.1
12.0,324.22
10.74,380.33
10.27,384.55
8.13,373.9
10.53,308.01
10.59,332.13
11.27,356.28
9.65,316.03
9.98,400.0
8.73,253.92
8.0,318.85
9.17,329.62
8.62,236.24
10.9,294.15
9.88,375.01
9.85,351.21
9.32,400.0
8.0,400.0
12.0,367.32
9.3,362.53
10.01,352.64
8.75,243.8
11.67,294.22
10.67,354.03
9.51,374.64
10.03,361.59
12.0,314.3
10.41,387.5
10.28,400.0
9.37,387.52
8.23,389.58
10.31,327.63
10.89,393.04
11.82,355.83
8.0,370.46
9.15,364.62
9.8,345.14
10.5,315.6
10.33,346.71
10.35,389.47
10.99,332.34
9.42,385.73
11.62,379.48
11.02,338.04
10.12,400.0
12.0,335.78
12.0,400.0
11.62,367.37
8.0,349.37
12.0,314.49
11.45,346.47
12.0,341.85
11.98,299.67
12.0,341.3
11.55,317.85
12.0,373.44
12.0,400.0
10.76,300.92
8.61,400.0
10.13,344.86
10.97,311.0
10.59,380.31
9.0,332.14
8.54,346.73
9.61,333.83
11.47,317.33
12.0,378.96
11.6,338.55
11.77,292.53
10.4,372.04
8.41,301.78
9.95,303.87
10.19,397.7
9.9,302.15
10.57,257.34
11.03,374.91
11.52,337.85
10.17,341.29
8.22,337.42
9.92,359.27
10.55,319.89
11.97,400.0
9.82,290.95
11.12,367.79
10.85,375.68
10.55,319.61
11.62,309.05
9.71,390.69
9.81,310.37
10.49,325.73
9.73,385.49
11.11,351.39
9.64,278.11
10.77,400.0
10.38,328.8
10.76,333.89
9.95,360.23
10.09,375.0
10.62,400.0
10.74,283.6
10.49,383.04
12.0,379.72
9.31,344.51
10.42,381.49
8.61,387.37
10.95,294.72
9.16,400.0
10.17,287.65
10.05,304.59
10.84,339.53
9.84,400.0
9.79,337.67
12.0,348.72
10.84,400.0
9.83,337.99
10.2,302.86
12.0,333.31
10.22,400.0
9.67,352.83
9.68,400.0
9.84,379.52
9.79,324.21
8.96,352.04
9.15,315.87
9.5,323.26
11.21,400.0
10.04,390.74
10.25,384.44
12.0,325.07
12.0,400.0
10.16,393.98
9.74,400.0
9.46,400.0
11.33,290.84
10.25,305.61
10.04,309.85
9.52,312.24
9.58,362.94
10.88,327.33
8.92,400.0
11.69,400.0
9.86,349.74
10.32,400.0
8.9,400.0
10.49,331.97
10.11,269.63
10.44,341.28
12.0,324.22
10.71,358.26
9.55,353.57
9.65,352.52
11.21,370.95
12.0,301.5
10.84,366.45
11.33,332.42
11.23,358.0
12.0,388.3
8.16,301.02
11.3,338.75
11.68,345.26
8.89,329.43
9.44,385.99
9.48,321.18
9.63,327.78
9.92,321.6
10.79,393.68
11.54,330.3
11.8,368.4
9.49,400.0
9.49,347.01
12.0,394.48
11.28,400.0
10.6,391.09
11.07,349.33
10.46,375.68
11.13,298.5
10.1,318.8
10.82,325.81
8.69,400.0
9.67,317.5
9.69,316.9
10.05,308.24
9.39,372.39
9.86,355.7
8.68,393.47
11.16,376.85
10.4,294.78
8.45,317.71
9.5,400.0
10.9,341.87
9.85,397.5
9.66,344.01
10.41,311.29
10.91,337.87
8.78,311.28
11.16,327.38
9.54,358.04
10.48,370.46
10.46,286.39
9.87,349.31
9.27,326.54
10.16,324.06
12.0,355.31
8.87,327.98
12.0,400.0
10.19,397.52
10.54,397.27
9.2,330.2
9.57,311.5
9.9,353.28
9.25,343.99
10.25,325.65
10.01,302.97
12.0,348.34
9.1,333.84
10.62,377.53
10.8,376.6
9.22,394.03
11.32,299.63
10.02,366.04
8.0,320.9
11.29,301.18
9.16,332.86
9.24,392.75
11.33,335.11
10.08,400.0
11.6,371.96
11.95,334.24
9.73,396.4
11.45,367.82
9.59,312.7
12.0,400.0
9.67,360.38
11.73,350.75
11.51,315.78
10.88,397.18
9.7,370.69
10.32,375.17
8.0,329.7
10.77,383.36
10.92,386.47
10.66,323.25
8.0,293.32
8.98,373.25
9.6,287.07
10.85,356.08
10.85,332.11
10.3,398.75
11.26,334.29
9.27,394.29
11.23,329.43
11.07,390.0
10.95,400.0
10.28,307.28
12.0,361.68
11.09,400.0
9.34,352.66
10.8,352.47
11.4,381.54
9.79,351.64
11.81,281.71
10.96,395.29
8.0,269.88
10.86,333.33
10.01,398.3
11.14,335.74
11.63,322.25
10.73,385.17
12.0,315.96
10.29,301.11
11.25,360.98
11.47,342.68
10.38,300.25
11.43,375.48
9.79,368.58
9.99,335.61
8.93,338.35
10.79,368.82
10.89,397.61
11.92,338.69
11.45,376.19
10.16,372.61
9.09,385.17
11.02,351.57
11.83,313.51
11.41,331.5
11.8,363.71
10.25,400.0
9.94,330.64
9.62,382.19
10.43,336.88
10.41,354.42
10.75,400.0
10.34,380.57
10.34,300.35
9.57,327.1
11.63,400.0
10.59,355.68
10.29,304.05
9.6,317.24
8.9,378.14
12.0,389.78
11.17,350.71
8.55,400.0
11.42,382.97
11.61,340.26
10.65,317.37
12.0,311.0
10.76,363.42
8.8,330.45
10.94,400.0
10.79,400.0
9.78,375.32
11.19,302.84
8.5,323.11
11.69,400.0
9.45,327.48
9.32,394.89
10.36,368.98
11.02,352.07
10.7,321.89
9.61,346.23
9.89,357.59
9.14,391.3
10.23,314.57
11.79,339.49
10.49,351.79
11.53,376.51
12.0,313.66
9.79,297.34
10.28,376.96
12.0,289.28
12.0,400.0
8.49,343.76
10.96,288.1
10.5,330.78
11.49,365.16
9.61,328.69
9.49,350.8
9.69,379.6
9.81,341.91
11.48,312.52
9.08,338.04
9.75,400.0
8.35,400.0
11.71,269.2
12.0,393.64
10.11,360.01
10.14,386.96
11.04,327.98
12.0,279.27
10.99,373.38
9.66,312.36
8.56,294.47
9.16,297.26
10.59,374.04
9.71,355.58
10.73,381.3
9.84,376.76
9.23,333.16
9.09,347.18
12.0,329.54
11.57,341.59
12.0,311.31
11.15,365.62
9.98,393.0
12.0,317.34
10.46,400.0
10.77,354.54
10.45,359.64
8.0,282.02
12.0,277.71
11.09,355.76
10.9,381.59
10.43,323.14
10.7,400.0
9.78,379.4
11.24,313.67
8.93,351.23
10.72,400.0
11.17,300.3
10.26,371.13
10.95,337.09
9.31,378.28
9.34,400.0
10.78,334.55
11.31,394.76
8.25,400.0
11.13,352.65
9.85,381.4
10.27,326.38
8.89,350.77
9.48,342.93
11.66,381.88
10.54,398.19
10.04,345.61
10.36,400.0
11.09,400.0
11.03,383.87
10.41,329.36
11.81,325.53
11.66,317.5
11.0,387.97
10.57,301.53
11.29,377.07
10.88,306.76
11.77,382.94
11.58,350.69
9.28,400.0
9.2,395.66
9.66,400.0
11.67,400.0
8.61,355.75
10.97,303.65
10.94,307.9
11.9,266.53
10.72,306.65
8.89,352.75
9.35,327.61
9.08,342.79
9.85,369.71
10.28,337.84
9.1,305.13
12.0,347.87
8.91,314.06
12.0,339.17
11.92,400.0
11.58,339.18
9.67,400.0
10.91,400.0
8.97,326.83
11.59,305.56
10.41,347.9
10.01,396.13
9.03,330.39
8.0,386.32
9.25,398.34
11.84,319.04
10.02,322.96
10.3,378.51
11.29,356.07
12.0,322.56
12.0,335.91
9.33,347.18
8.17,287.41
12.0,380.63
12.0,330.85
10.73,238.65
8.98,349.05
11.66,320.34
10.37,400.0
10.36,326.58
11.57,306.09
10.9,370.32
9.08,323.58
10.11,318.82
11.29,370.38
11.11,308.38
10.81,291.71
11.62,400.0
10.07,373.18
10.71,339.43
8.0,349.86
9.96,370.23
11.42,388.93
10.03,319.76
9.94,364.65
9.25,329.73
11.7,342.44
11.16,356.43
11.49,349.73
8.43,379.42
10.31,369.48
10.16,289.67
10.16,295.69
9.76,335.21
10.08,400.0
11.52,315.94
8.2,341.67
12.0,328.55
11.08,327.84
10.45,357.13
11.59,400.0
8.76,368.24
9.7,317.86
10.35,400.0
12.0,353.14
10.44,326.91
11.04,400.0
9.79,331.24
11.08,400.0
12.0,315.17
11.69,400.0
10.4,358.04
11.31,400.0
11.19,400.0
11.11,304.7
11.83,400.0
11.83,293.64
10.35,308.11
11.27,317.86
10.04,370.15
9.39,351.32
10.18,343.31
10.41,355.85
8.51,373.65
11.53,376.73
8.0,393.77
12.0,400.0
12.0,349.15
10.19,329.16
10.51,374.54
10.86,304.23
9.79,322.85
10.73,389.98
10.33,345.03
10.39,301.67
10.72,290.41
8.92,351.95
10.55,395.68
10.7,395.14
10.65,354.44
10.24,400.0
11.87,345.81
10.08,344.46
10.77,247.3
12.0,332.11
10.4,384.08
10.76,400.0
10.38,316.79
11.98,368.49
10.19,391.88
12.0,350.45
10.38,258.67
9.47,359.89
11.32,380.46
10.13,312.1
11.24,339.83
8.0,303.78
10.51,247.19
9.95,391.08
9.22,349.85
9.84,400.0
9.81,384.29
10.44,335.83
8.86,346.67
10.88,372.65
12.0,388.68
10.84,362.91
11.47,394.22
11.81,338.13
11.98,310.11
12.0,347.41
9.9,358.21
9.64,301.94
11.44,296.53
11.35,367.9
11.43,333.75
12.0,343.37
10.51,335.61
11.01,400.0
9.32,400.0
12.0,300.51
10.1,328.69
10.13,384.0
10.08,374.08
9.73,348.34
9.62,304.5
9.87,322.7
8.86,329.33
9.56,361.08
12.0,400.0
11.38,322.52
11.61,308.96
11.91,345.66
12.0,391.27
8.37,292.12
9.02,400.0
9.54,343.12
9.94,320.63
10.14,285.99
9.96,378.26
10.76,343.15
10.54,356.83
9.63,313.97
8.0,337.24
9.31,330.54
9.84,345.98
10.2,323.22
9.14,288.63
9.91,400.0
9.14,295.46
10.35,357.26
9.21,279.12
9.48,270.12
8.93,353.91
10.32,356.97
9.46,400.0
11.59,365.98
10.99,344.01
10.42,312.02
9.54,400.0
10.96,387.15
11.33,300.15
10.67,351.52
12.0,355.76
11.05,336.17
11.6,380.87
10.66,383.27
11.31,342.38
9.54,338.77
9.95,400.0
10.92,387.31
10.91,352.89
11.11,284.83
11.82,363.76
8.79,377.92
9.33,239.82
10.78,360.07
9.63,333.33
12.0,341.17
11.12,313.7
10.41,344.07
9.88,400.0
9.92,332.14
10.54,388.62
10.63,317.75
9.95,380.35
10.17,350.07
12.0,364.08
12.0,350.29
10.8,375.67
8.89,247.3
11.15,293.21
12.0,366.68
12.0,268.26
11.38,328.78
12.0,347.83
10.56,316.87
11.25,322.34
9.68,360.86
10.85,390.37
12.0,311.66
9.79,327.0
9.47,320.75
10.62,253.14
10.23,355.67
11.28,387.39
9.96,390.67
12.0,315.17
8.95,299.93
12.0,350.86
9.58,383.17
8.34,356.19
10.79,361.57
10.19,395.67
9.17,320.43
8.48,341.2
10.49,400.0
11.67,342.13
11.2,299.31
10.57,323.23
11.07,312.47
10.47,364.29
8.78,314.16
8.79,360.84
10.26,320.56
10.31,265.06
11.52,362.26
11.41,355.94
11.23,370.71
10.16,323.08
8.84,318.82
10.99,366.06
11.13,400.0
8.0,350.45
9.5,366.98
9.67,337.14
10.64,288.25
9.54,388.7
10.45,386.34
10.25,378.43
10.31,342.72
9.64,373.88
9.73,385.75
9.2,400.0
10.96,389.54
11.19,352.55
9.58,297.67
12.0,356.23
10.12,360.26
12.0,378.36
9.73,400.0
8.07,346.19
10.98,400.0
10.8,279.63
10.54,366.77
9.73,318.06
10.46,273.71
9.89,341.93
10.14,291.71
11.51,343.54
10.72,351.39
11.23,394.74
10.22,289.7
10.09,386.34
9.12,353.92
10.06,391.15
8.0,332.73
9.79,296.71
10.4,301.3
11.18,298.33
10.18,369.11
10.92,400.0
8.0,327.4
10.43,375.17
8.48,289.06
9.05,357.21
10.28,376.74
12.0,292.08
10.95,341.84
10.52,378.64
10.48,232.65
9.64,400.0
9.85,364.15
11.01,378.67
8.84,333.49
11.21,281.09
10.03,371.36
11.49,346.7
11.65,351.28
8.49,393.5
9.8,380.48
9.47,400.0
8.32,356.15
9.26,322.35
12.0,342.46
11.23,366.63
12.0,390.63
11.49,291.32
9.61,350.34
10.04,400.0
11.21,340.39
11.03,387.24
9.81,369.72
8.69,388.23
12.0,317.61
10.33,317.78
10.11,350.81
10.64,288.71
10.21,339.21
10.65,360.12
12.0,400.0
10.35,366.11
9.1,375.01
10.31,396.58
9.94,311.41
12.0,343.4
11.91,400.0
10.63,346.84
8.97,394.66
9.03,388.55
10.52,290.88
10.9,362.42
10.05,355.87
9.92,363.2
9.79,319.84
10.47,305.32
8.0,330.96
9.18,346.09
9.75,397.4
11.95,400.0
9.52,400.0
10.72,384.41
10.77,309.83
12.0,333.64
12.0,358.4
10.43,324.7
9.93,373.09
9.7,378.82
10.21,371.45
9.98,391.01
11.16,313.82
11.0,387.31
11.21,322.17
12.0,312.36
12.0,371.28
10.65,398.63
11.82,369.52
10.08,350.83
11.92,362.41
11.77,355.46
11.71,304.96
10.61,300.3
9.7,346.85
8.83,353.19
10.45,350.45
12.0,377.04
10.13,341.38
11.44,372.52
11.51,344.22
10.16,400.0
12.0,353.23
8.0,400.0
9.03,364.08
9.4,341.45
9.52,314.02
10.9,292.28
10.85,310.34
10.97,314.82
11.22,365.79
9.36,328.95
9.04,357.48
10.98,400.0
9.74,346.49
8.62,400.0
11.67,302.97
12.0,343.98
12.0,328.43
10.72,387.46
11.25,260.41
12.0,292.28
9.73,345.71
11.83,400.0
10.83,359.03
11.6,295.94
10.72,302.11
12.0,400.0
10.77,325.15
8.72,312.28
12.0,400.0
9.36,390.44
12.0,400.0
10.39,312.0
11.91,289.0
11.86,355.33
11.02,363.41
11.11,364.58
11.01,400.0
8.08,280.65
10.64,384.39
9.16,306.13
10.71,384.23
9.13,331.0
9.08,317.44
12.0,325.6
11.78,292.18
10.5,351.62
10.72,319.09
10.2,381.45
11.18,375.6
9.69,400.0
11.69,364.65
10.2,370.83
10.0,400.0
10.53,324.89
9.79,290.47
10.89,358.0
9.86,293.09
11.06,400.0
11.96,400.0
9.64,400.0
10.34,352.5
11.05,372.02
9.98,331.62
11.06,385.32
11.17,301.38
11.8,248.28
9.77,318.37
9.37,291.78
10.13,400.0
9.34,400.0
11.18,293.88
9.11,400.0
12.0,388.06
12.0,287.21
10.52,334.39
11.54,326.79
8.54,379.92
12.0,300.85
9.79,346.05
10.36,322.56
8.27,368.93
11.08,341.33
9.17,328.59
10.62,341.47
9.85,400.0
9.21,333.32
9.53,308.36
10.77,373.34
8.96,344.26
9.6,293.39
11.3,400.0
12.0,335.9
11.07,334.89
9.4,356.39
10.06,400.0
10.54,282.81
10.08,361.04
11.58,400.0
10.76,355.15
11.59,300.59
10.12,325.26
12.0,358.28
10.3,400.0
9.33,336.43
12.0,383.07
8.31,292.59
9.61,292.25
9.75,330.69
12.0,400.0
12.0,352.75
12.0,361.59
10.1,361.12
12.0,394.37
10.94,325.59
11.67,377.53
10.72,316.76
10.44,400.0
10.2,317.98
10.25,314.7
11.23,371.99
10.94,353.19
10.46,363.07
12.0,359.09
8.0,306.38
11.11,400.0
11.36,385.74
11.88,400.0
10.42,328.87
10.75,366.66
11.68,357.89
12.0,395.12
10.14,396.41
10.82,357.72
12.0,289.28
8.0,400.0
9.67,372.24
12.0,325.66
11.81,366.26
11.13,289.56
9.96,392.21
9.44,291.15
9.79,341.17
12.0,359.78
9.75,391.55
10.62,354.26
9.6,375.4
11.51,348.87
9.85,348.71
10.38,353.42
8.48,342.44
8.56,282.54
10.51,319.27
8.91,359.79
12.0,340.04
8.03,343.77
9.54,337.07
10.52,315.46
10.06,330.28
9.18,337.73
9.35,350.21
9.31,365.74
10.16,342.78
12.0,308.81
10.59,294.08
11.92,400.0
11.11,304.81
11.84,329.25
8.0,370.68
10.13,364.43
12.0,370.83
9.81,332.29
12.0,359.54
12.0,352.45
9.94,337.51
9.9,359.82
9.28,392.21
9.74,349.11
9.02,349.38
11.01,392.73
8.75,388.45
11.22,400.0
11.25,279.75
8.51,386.2
12.0,374.06
11.12,314.57
11.4,360.06
9.59,392.04
11.25,316.83
11.85,367.7
10.38,384.85
12.0,307.16
10.55,344.31
11.87,362.04
10.85,318.15
11.2,314.83
8.49,344.6
10.95,382.07
9.62,375.75
9.48,315.54
12.0,376.09
10.24,316.56
9.3,285.59
10.07,335.31
8.94,394.92
12.0,376.24
9.67,349.94
11.14,333.33
12.0,334.41
9.9,354.35
11.14,307.26
9.26,336.08
12.0,341.38
11.62,295.96
10.27,316.46
9.57,366.42
10.36,350.38
10.09,337.65
12.0,313.54
9.03,400.0
10.66,316.48
10.48,360.06
10.36,330.49
10.37,351.45
10.36,368.3
11.55,295.19
11.23,349.74
11.0,397.63
8.0,400.0
10.86,344.8
8.51,351.67
11.28,400.0
12.0,395.4
9.39,325.31
10.19,325.24
9.78,388.26
11.98,309.56
10.61,393.51
12.0,363.37
11.0,370.71
10.79,339.73
10.58,324.81
11.48,400.0
8.41,340.13
10.6,333.56
10.42,346.79
11.37,357.72
10.27,308.77
9.25,327.41
10.51,325.28
9.2,383.81
8.19,314.56
11.37,279.77
11.19,271.32
11.06,291.18
12.0,400.0
9.7,350.65
8.78,370.05
10.42,371.46
10.08,352.25
9.49,347.01
10.4,391.78
9.77,355.84
8.3,400.0
9.97,374.83
9.14,325.29
10.78,330.11
9.71,320.9
11.83,398.7
12.0,333.8
11.32,318.06
8.64,362.79
12.0,346.11
12.0,361.78
10.52,400.0
12.0,386.52
9.84,351.08
8.26,293.66
9.59,330.0
12.0,378.44
8.71,303.16
10.5,400.0
10.54,350.58
9.88,351.95
9.97,323.33
10.59,369.87
9.83,303.68
8.79,400.0
10.76,400.0
11.79,389.37
11.54,294.38
9.53,358.22
9.0,398.36
10.16,373.72
12.0,309.92
11.27,324.0
11.34,331.92
11.57,325.86
11.0,400.0
10.64,273.16
11.29,376.24
9.84,298.31
8.8,311.55
11.37,269.61
11.99,328.04
9.16,400.0
11.49,360.59
12.0,302.07
10.5,390.69
9.52,399.25
10.65,354.16
9.84,400.0
9.76,382.86
11.02,377.31
8.58,317.86
8.77,375.1
10.52,358.67
10.47,370.79
10.91,322.62
12.0,355.12
10.63,317.33
11.22,264.11
9.33,389.93
11.42,289.9
9.87,354.29
10.59,363.32
10.37,363.06
11.74,338.68
8.93,360.85
8.0,368.84
10.24,379.4
11.06,400.0
10.68,359.37
11.98,352.56
11.02,313.73
9.82,367.44
8.0,376.7
10.22,342.31
11.73,371.78
10.03,338.3
10.53,376.84
11.01,386.5
9.28,385.95
11.25,354.71
12.0,308.4
10.29,325.52
9.15,373.81
10.42,400.0
8.0,336.37
10.9,368.23
11.04,327.76
12.0,311.04
10.27,322.95
10.99,266.7
9.47,400.0
10.07,260.79
8.67,339.45
10.27,302.87
10.13,314.62
10.86,400.0
9.75,358.04
10.6,311.38
10.1,326.42
10.1,319.38
10.6,348.26
10.55,356.92
11.41,400.0
10.36,273.35
10.08,348.61
10.28,337.38
9.64,387.86
10.07,364.19
12.0,373.61
9.4,363.8
10.17,312.72
10.04,398.45
10.2,381.94
10.1,386.62
10.84,400.0
8.45,366.71
11.74,400.0
11.26,365.11
9.01,341.24
8.0,349.74
9.33,349.05
10.21,329.22
12.0,400.0
11.15,361.85
8.33,353.79
9.67,365.53
10.44,400.0
10.8,304.73
8.92,316.2
10.34,294.78
9.64,340.7
9.18,359.82
10.81,331.39
11.43,328.41
11.51,355.7
11.19,329.92
9.9,362.41
11.36,394.57
10.87,377.08
10.66,385.24
9.77,393.44
9.9,361.31
10.59,343.65
12.0,319.11
10.86,334.35
9.77,329.05
9.5,379.27
9.91,363.87
12.0,377.87
10.02,303.59
11.59,400.0
10.05,332.92
10.81,306.0
11.45,332.43
9.81,400.0
9.73,334.49
12.0,337.0
11.68,342.32
11.45,344.06
11.44,318.74
11.05,355.73
12.0,393.02
10.55,362.57
11.19,305.55
8.76,336.23
9.51,327.94
9.06,352.12
12.0,400.0
8.0,344.04
10.02,346.47
8.0,400.0
9.5,385.05
9.91,372.96
12.0,400.0
10.98,369.59
9.5,270.54
11.78,383.31
10.52,286.32
10.55,368.08
9.06,281.45
9.31,331.33
9.51,335.45
10.56,319.2
10.59,336.05
12.0,391.3
10.96,321.44
8.0,371.81
10.82,311.37
8.76,342.42
9.34,362.95
9.53,310.14
9.7,297.53
8.85,369.68
10.74,394.92
8.81,346.84
10.93,331.71
12.0,356.23
8.9,352.22
10.16,359.72
8.0,248.87
10.14,307.24
11.27,316.19
11.36,356.03
10.59,357.44
11.57,375.45
12.0,360.3
12.0,297.97
9.87,400.0
